arrival_time,price
4.088,1070000
4.101,1070000
7.342,1080000
7.808,1080000
13.148,1080000
14.383,1050000
14.631,1050000
14.813,870000
16.723,870000
18.62,870000
19.843,870000
24.73,850000
25.261,860000
27.044,860000
27.06,870000
30.025,890000
30.182,880000
30.334,840000
31.029,890000
31.387,900000
32.912,1010000
35.717,1030000
38.349,1040000
38.753,1040000
39.705,1040000
40.294,1060000
41.667,1060000
41.681,1040000
42.187,1030000
48.537,940000
48.959,940000
49.457,940000
49.729,940000
51.203,930000
51.855,930000
51.964,920000
54.086,890000
54.704,840000
55.001,700000
57.465,720000
58.99,720000
59.667,700000
61.333,710000
64.155,720000
66.099,730000
66.509,730000
66.873,740000
67.882,750000
70.162,760000
70.641,760000
74.642,770000
75.07,770000
75.155,790000
75.157,800000
76.204,820000
82.052,910000
84.439,920000
87.879,900000
93.321,870000
93.779,880000
95.391,890000
95.983,900000
97.385,900000
99.207,960000
99.248,970000
101.35,970000
101.828,990000
102.98,1000000
104.848,1040000
106.024,1050000
108.034,1050000
109.684,1070000
112.652,1120000
114.065,1110000
115.156,1090000
116.538,1090000
117.675,1100000
117.765,1080000
119.182,1080000
119.76,1080000
123.424,1080000
124.073,1100000
125.936,1100000
126.104,1130000
130.661,1170000
130.887,1180000
130.899,1220000
131.355,1200000
134.247,1210000
135.837,1180000
136.703,1160000
137.315,1140000
137.677,1190000
139.767,1180000
142.195,1180000
145.736,1190000
148.706,1180000
150.91,1170000
151.791,1170000
153.172,1180000
160.04,1180000
160.048,1180000
160.904,1150000
162.82,1120000
166.295,1110000
167.136,1140000
167.237,1140000
168.168,1150000
168.437,1160000
171.399,1140000
171.514,1150000
174.849,1130000
176.547,1080000
178.607,1080000
179.126,1070000
179.46,1070000
180.979,1020000
181.083,1030000
183.156,1100000
184.243,1260000
187.418,1260000
191.638,1280000
193.999,1280000
199.534,1240000
200.192,1260000
201.788,1270000
202.69,1260000
206.649,1260000
207.419,1260000
208.243,1260000
210.784,1250000
215.618,1240000
215.758,1250000
218.177,1260000
221.413,1270000
222.481,1260000
226.332,1250000
226.893,1250000
227.758,1260000
228.202,1250000
231.075,1230000
231.635,1220000
232.658,1170000
234.0,1120000
234.26,1080000
235.752,1100000
