arrival_time,price
1.512,1070000
3.156,1050000
4.613,1040000
12.518,1070000
13.037,1030000
19.352,1000000
19.532,1000000
26.985,1020000
27.263,1020000
28.908,1020000
31.296,1030000
32.603,1020000
32.88,1020000
39.362,1030000
40.487,1040000
51.335,1020000
51.397,1020000
52.223,1030000
52.38,1060000
52.973,1060000
54.294,1060000
60.094,1070000
70.316,1030000
70.481,1050000
73.467,1060000
74.588,1070000
75.497,1060000
81.048,1060000
81.905,1060000
82.591,1060000
84.045,1000000
85.094,1000000
85.582,1040000
90.569,1040000
91.071,1030000
93.586,1000000
93.6,1000000
95.688,980000
101.692,990000
101.724,990000
102.689,980000
103.717,990000
107.397,990000
107.44,990000
108.064,990000
108.968,970000
110.179,990000
110.8,990000
112.473,970000
115.155,980000
117.703,980000
118.719,980000
125.904,1000000
127.758,1000000
129.134,980000
131.19,970000
134.34,980000
135.754,980000
138.276,960000
139.721,980000
145.237,980000
149.445,950000
151.87,970000
154.789,970000
158.411,1000000
160.044,1000000
160.692,1030000
163.442,1000000
165.841,1020000
167.62,1030000
170.519,1040000
170.721,1040000
173.856,1060000
175.737,1060000
178.293,1050000
180.618,1050000
181.385,1050000
185.986,1060000
186.03,1060000
186.125,1050000
189.195,1040000
190.742,1040000
191.272,1040000
194.113,1080000
194.397,1080000
202.457,1060000
206.032,1090000
206.384,1090000
208.24,1110000
208.875,1080000
214.77,1090000
216.287,1100000
216.765,1100000
220.277,1110000
220.614,1110000
222.801,980000
225.101,990000
226.456,1020000
228.151,1020000
230.266,1010000
230.273,1010000
234.171,1020000
238.147,1070000
239.754,1070000
