arrival_time,market_id_in_subsession,e_best_bid,e_best_offer,e_signed_volume
0.183,1,1050000,2147483647,0
0.355,1,1070000,2147483647,0
1.5119999999999998,1,1050000,2147483647,0
2.8539999999999996,1,1050000,1100000,0
3.156,1,1040000,1100000,0
4.606,1,1040000,1040000,0
4.613,1,1040000,1040000,0
9.805,1,1030000,1040000,0
12.204,1,1030000,1040000,0
12.517999999999999,1,1030000,2147483647,0
12.527000000000001,1,1030000,1040000,0
13.037,1,1010000,1040000,0
17.233,1,1000000,1000000,0
18.144000000000002,1,980000,1000000,0
18.509,1,980000,1000000,0
19.532,1,980000,1050000,0
19.808,1,980000,1050000,0
19.905,1,990000,1050000,0
20.679000000000002,1,1010000,1050000,0
20.813000000000002,1,1020000,1050000,0
20.963,1,1020000,1050000,0
21.248,1,1020000,1020000,0
24.813000000000002,1,1020000,1020000,0
24.83,1,1020000,1020000,0
24.921999999999997,1,1020000,1020000,0
25.104,1,1020000,1020000,0
25.136,1,1020000,1020000,0
25.235,1,1020000,1020000,0
26.322,1,1020000,1020000,0
26.533,1,1020000,1020000,0
27.263,1,1020000,1030000,0
28.908,1,1010000,1030000,0
31.296,1,1010000,1030000,0
31.508000000000003,1,1010000,1020000,0
32.218,1,990000,1020000,0
32.296,1,1020000,1020000,0
32.603,1,990000,1020000,0
32.88,1,990000,1030000,0
34.824,1,1030000,1040000,0
35.55,1,1030000,1040000,0
38.749,1,1030000,1040000,0
39.165,1,1030000,1040000,0
39.19,1,1030000,1040000,0
39.211999999999996,1,1030000,1040000,0
39.361999999999995,1,980000,1040000,0
39.571999999999996,1,1040000,1040000,0
39.648,1,1040000,1040000,0
40.049,1,1040000,1040000,0
40.196999999999996,1,1040000,1040000,0
40.486999999999995,1,1030000,1040000,0
40.645,1,1030000,1030000,0
46.07899999999999,1,1020000,1060000,0
46.651,1,1020000,1060000,0
47.097,1,1020000,1060000,0
47.227,1,1020000,1030000,0
47.393,1,1020000,1030000,0
47.64,1,1020000,1030000,0
47.717,1,1020000,1030000,0
47.762,1,1020000,1030000,0
48.446000000000005,1,1020000,1030000,0
49.239,1,1020000,1030000,0
49.475,1,1020000,1020000,0
49.495,1,1020000,1020000,0
49.665,1,1020000,1020000,0
50.073,1,1020000,1020000,0
50.285,1,1020000,1020000,0
50.551,1,1020000,1020000,0
51.013999999999996,1,1020000,1020000,0
51.335,1,1020000,1020000,0
51.397,1,1020000,1030000,0
52.223,1,1020000,1060000,0
52.38,1,1020000,1060000,0
52.821999999999996,1,1030000,1060000,0
52.973,1,1030000,1060000,0
54.294,1,1030000,1070000,0
54.91,1,1060000,1070000,0
56.88,1,1060000,1080000,0
57.526,1,1070000,1080000,0
58.538999999999994,1,1070000,1070000,0
60.093999999999994,1,1050000,1070000,0
61.321000000000005,1,1050000,1070000,0
61.888000000000005,1,1050000,1070000,0
62.27,1,1050000,1070000,0
63.651,1,1040000,1070000,0
66.52199999999999,1,1040000,1050000,0
67.944,1,1030000,1050000,0
68.655,1,1030000,1030000,0
70.316,1,1030000,1050000,0
70.48100000000001,1,1030000,1050000,0
71.49,1,1040000,1050000,0
72.258,1,1060000,1060000,0
72.755,1,1060000,1060000,0
73.467,1,1060000,1070000,0
74.553,1,1070000,1070000,0
74.58800000000001,1,1060000,1070000,0
75.497,1,1040000,1070000,0
76.075,1,1060000,1070000,0
80.057,1,1060000,1080000,0
81.048,1,1010000,1090000,0
81.521,1,1060000,1090000,0
81.905,1,1010000,1090000,0
82.34200000000001,1,1010000,1060000,0
82.59100000000001,1,1010000,1090000,0
83.40100000000001,1,960000,1000000,0
83.507,1,990000,1000000,0
84.045,1,990000,1040000,0
84.458,1,990000,1040000,0
85.037,1,990000,1000000,0
85.094,1,990000,1040000,0
85.309,1,990000,1040000,0
85.57,1,1040000,1040000,0
85.58200000000001,1,990000,1040000,0
85.663,1,990000,1040000,0
85.689,1,990000,1040000,0
86.744,1,1030000,1040000,0
87.09100000000001,1,1030000,1040000,0
87.696,1,1040000,1040000,0
87.939,1,1040000,1040000,0
88.36,1,1040000,1040000,0
89.17399999999999,1,1040000,1050000,0
90.569,1,1030000,1050000,0
91.071,1,990000,1050000,0
91.459,1,1000000,1050000,0
91.49700000000001,1,1000000,1030000,0
93.573,1,1000000,1000000,0
93.586,1,1000000,1000000,0
93.6,1,980000,1000000,0
93.64299999999999,1,980000,1000000,0
93.73,1,980000,1000000,0
93.891,1,980000,1000000,0
94.845,1,980000,980000,0
95.68799999999999,1,970000,1000000,0
95.961,1,970000,1000000,0
96.478,1,970000,1000000,0
