arrival_time,price
0.344,930000
0.359,920000
1.002,930000
1.072,910000
1.176,930000
2.207,930000
3.183,930000
3.316,930000
3.725,930000
3.799,930000
3.833,930000
4.126,940000
4.179,940000
4.242,940000
4.328,940000
4.35,940000
4.384,940000
4.446,940000
4.546,940000
4.573,940000
4.643,950000
4.702,950000
4.735,950000
4.832,950000
4.904,950000
4.934,950000
5.255,950000
5.285,950000
5.401,960000
5.443,960000
5.469,960000
5.615,960000
5.721,960000
5.85,960000
5.865,970000
5.877,970000
5.92,970000
5.946,980000
6.066,980000
6.101,980000
6.146,980000
6.509,990000
6.596,990000
6.859,990000
7.197,1000000
7.761,1000000
8.136,1000000
8.167,1000000
8.245,1000000
8.304,1000000
8.561,1010000
8.692,990000
9.315,990000
9.397,990000
9.707,990000
10.494,990000
10.596,980000
10.703,990000
10.736,990000
11.359,990000
11.371,990000
11.561,990000
11.635,1000000
12.414,1000000
13.17,1000000
13.176,1000000
13.312,1000000
13.439,1000000
13.576,1000000
13.753,1010000
13.761,1010000
13.847,1000000
13.931,1000000
14.033,1000000
14.22,1000000
14.478,1000000
14.539,990000
14.725,990000
14.765,1010000
14.799,1000000
15.394,1010000
15.484,1000000
15.72,1000000
16.102,1000000
16.206,1010000
16.422,1020000
16.501,1000000
17.193,1000000
17.215,1010000
17.239,1020000
17.614,1020000
17.639,1020000
17.681,1010000
18.104,1010000
18.112,1020000
18.373,1000000
18.441,1020000
18.591,1000000
19.118,1000000
19.517,1020000
20.245,1020000
20.319,1020000
20.621,1020000
20.918,1020000
20.937,1020000
23.061,1020000
23.747,1010000
24.136,1020000
24.452,1020000
24.482,1020000
24.638,1010000
24.658,1020000
25.18,1020000
25.253,1010000
25.626,1020000
26.062,1010000
27.002,1000000
27.518,1020000
27.592,1020000
27.995,1010000
28.186,1020000
28.202,1000000
28.279,1020000
28.46,1000000
28.693,1000000
28.92,1010000
29.153,1020000
29.186,1030000
29.648,1030000
29.73,1030000
30.435,1030000
30.804,1030000
31.109,1030000
31.172,1040000
31.436,1040000
31.834,1040000
32.297,1040000
32.331,1040000
32.652,1040000
32.688,1050000
32.842,1050000
33.039,1050000
33.075,1050000
33.841,1040000
33.941,1040000
35.337,1040000
35.43,1040000
36.378,1040000
36.575,1050000
36.789,1050000
37.42,1050000
37.566,1050000
38.1,1050000
38.254,1040000
38.297,1050000
38.412,1050000
38.778,1060000
38.865,1050000
39.106,1040000
39.114,1040000
39.288,1050000
39.622,1050000
39.682,1050000
39.769,1050000
40.105,1040000
40.563,1050000
40.979,1050000
41.178,1050000
41.303,1050000
41.875,1040000
42.132,1040000
42.179,1040000
42.374,1040000
42.379,1050000
42.381,1050000
42.707,1050000
42.851,1050000
43.28,1050000
43.393,1040000
44.015,1040000
44.654,1040000
44.955,1050000
44.958,1050000
45.139,1050000
45.184,1050000
45.213,1050000
45.605,1060000
45.658,1060000
45.945,1060000
45.971,1060000
46.005,1060000
46.012,1050000
46.333,1050000
46.412,1050000
46.986,1050000
47.35,1050000
47.998,1050000
48.025,1050000
48.298,1060000
48.326,1060000
49.225,1050000
49.629,1060000
49.807,1060000
50.934,1060000
51.002,1060000
51.098,1060000
51.169,1050000
51.349,1060000
51.605,1050000
51.608,1060000
51.617,1050000
51.657,1050000
52.23,1050000
52.441,1050000
52.472,1050000
52.589,1040000
52.599,1070000
52.72,1040000
53.289,1050000
53.403,1050000
53.586,1050000
53.864,1050000
54.572,1050000
54.738,1050000
54.959,1060000
55.699,1050000
55.83,1050000
55.902,1050000
55.915,1050000
55.962,1050000
56.336,1050000
56.344,1060000
56.355,1050000
56.376,1050000
56.773,1050000
57.496,1050000
57.577,1050000
57.646,1050000
57.717,1050000
57.799,1060000
57.929,1050000
59.052,1050000
59.093,1050000
59.24,1050000
59.588,1050000
60.193,1040000
60.336,1040000
60.603,1040000
60.777,1050000
61.329,1050000
61.437,1050000
61.537,1040000
61.733,1050000
61.754,1050000
62.303,1050000
62.316,1050000
62.325,1040000
63.239,1040000
63.369,1050000
63.533,1040000
63.676,1030000
64.028,1050000
64.142,1050000
64.166,1050000
64.197,1050000
64.498,1050000
64.613,1040000
64.968,1060000
65.085,1060000
65.219,1060000
65.601,1060000
65.64,1060000
65.784,1060000
65.853,1060000
66.055,1050000
66.06,1050000
66.08,1050000
66.517,1050000
66.554,1050000
66.596,1040000
66.812,1050000
67.113,1040000
67.153,1040000
67.186,1050000
67.231,1050000
67.564,1050000
67.59,1060000
67.756,1050000
67.877,1050000
67.919,1050000
68.195,1050000
68.313,1040000
68.458,1040000
68.565,1040000
68.585,1040000
69.113,1040000
69.171,1040000
69.313,1030000
69.465,1040000
