arrival_time,market_id_in_subsession,e_best_bid,e_best_offer,e_signed_volume
0.23399999999999999,1,0,1050000,0.0
0.53,1,970000,1050000,0.0
0.9059999999999999,1,970000,1030000,0.0
1.02,1,940000,1030000,0.0
1.075,1,940000,1000000,0.0
1.129,1,940000,970000,0.0
1.217,1,940000,950000,0.0
1.885,1,820000,950000,0.0
1.902,1,700000,950000,0.0
2.251,1,700000,730000,0.0
2.3080000000000003,1,700000,950000,0.0
2.356,1,700000,780000,0.0
2.4459999999999997,1,700000,720000,0.0
2.548,1,700000,780000,0.0
2.784,1,720000,780000,0.0
2.8310000000000004,1,700000,780000,0.0
3.333,1,700000,710000,0.0
3.4139999999999997,1,700000,780000,0.0
3.4930000000000003,1,750000,780000,0.0
3.525,1,760000,780000,0.0
3.613,1,750000,780000,0.0
3.675,1,700000,780000,0.0
3.678,1,700000,740000,0.0
3.74,1,700000,780000,0.0
3.9219999999999997,1,770000,780000,0.0
4.285,1,700000,780000,0.0
5.244,1,690000,780000,0.0
5.34,1,680000,780000,0.0
5.626,1,660000,780000,0.0
5.831,1,650000,780000,0.0
6.1129999999999995,1,650000,660000,0.0
6.836,1,650000,690000,0.0
6.932,1,650000,700000,0.0
7.562,1,670000,700000,0.0
7.683,1,680000,700000,0.0
8.186,1,680000,710000,0.0
8.71,1,680000,730000,0.0
8.791,1,680000,740000,0.0
9.094,1,680000,760000,0.0
9.137,1,680000,770000,0.0
9.17,1,680000,820000,0.0
9.249,1,680000,860000,0.0
9.386000000000001,1,680000,960000,0.0
9.54,1,920000,960000,0.0
9.734,1,930000,960000,0.0
9.836,1,940000,960000,0.0
10.005,1,940000,1030000,0.0
10.197000000000001,1,1020000,1030000,0.0
11.415,1,1020000,1040000,0.0
11.418,1,1020000,1050000,0.0
11.481,1,1020000,1090000,0.0
11.619000000000002,1,1020000,1100000,0.0
12.259,1,1020000,1110000,0.0
12.378,1,1020000,1120000,0.0
12.720999999999998,1,1020000,1160000,0.0
12.741,1,1150000,1160000,0.0
12.748,1,1150000,1170000,0.0
13.217,1,1160000,1170000,0.0
13.84,1,1150000,1170000,0.0
13.843,1,1020000,1170000,0.0
13.844000000000001,1,1020000,1070000,0.0
14.107000000000001,1,1060000,1070000,0.0
14.110999999999999,1,1060000,1170000,0.0
14.339,1,1140000,1170000,0.0
14.543,1,1140000,1180000,0.0
14.655999999999999,1,1140000,1190000,0.0
16.509,1,1140000,1210000,0.0
16.539,1,1140000,1220000,0.0
16.541,1,1140000,1240000,0.0
16.611,1,1140000,1320000,0.0
16.84,1,1140000,1360000,0.0
17.524,1,1140000,1370000,0.0
17.552,1,1140000,1420000,0.0
17.712,1,1140000,1410000,0.0
17.964000000000002,1,1140000,1420000,0.0
18.179000000000002,1,1140000,1430000,0.0
18.484,1,1140000,1450000,0.0
18.998,1,1410000,1450000,0.0
19.910999999999998,1,0,1450000,0.0
19.962,1,0,1420000,0.0
20.269000000000002,1,1380000,1420000,0.0
20.671999999999997,1,1380000,1390000,0.0
21.508000000000003,1,1380000,1420000,0.0
21.703000000000003,1,1410000,1420000,0.0
22.111,1,1410000,1430000,0.0
22.69,1,1410000,1440000,0.0
23.275,1,1410000,1420000,0.0
23.425,1,1410000,1440000,0.0
23.475,1,1430000,1440000,0.0
23.895,1,1410000,1440000,0.0
24.29,1,1430000,1440000,0.0
24.546999999999997,1,1410000,1440000,0.0
25.362,1,1410000,1450000,0.0
25.601999999999997,1,1410000,1460000,0.0
25.732,1,1410000,1480000,0.0
25.998,1,1410000,1460000,0.0
26.302,1,1440000,1460000,0.0
26.839000000000002,1,1410000,1460000,0.0
26.994,1,1450000,1460000,0.0
27.428,1,1450000,1470000,0.0
27.471,1,1450000,1480000,0.0
27.906,1,1450000,1490000,0.0
28.015,1,1450000,1500000,0.0
28.049,1,1450000,1480000,0.0
28.061999999999998,1,1450000,1500000,0.0
28.281,1,1450000,1460000,0.0
28.363000000000003,1,1450000,1500000,0.0
28.415,1,1490000,1500000,0.0
28.475,1,1490000,1520000,0.0
28.736,1,1490000,1530000,0.0
28.79,1,1490000,1520000,0.0
28.826999999999998,1,1510000,1520000,0.0
28.927,1,1510000,1530000,0.0
29.528000000000002,1,1510000,1540000,0.0
29.906,1,1510000,1550000,0.0
29.906999999999996,1,1530000,1550000,0.0
30.276,1,1530000,1560000,0.0
30.418000000000003,1,1530000,1570000,0.0
31.836,1,1510000,1570000,0.0
32.439,1,1510000,1590000,0.0
32.955,1,1510000,1530000,0.0
33.885999999999996,1,1500000,1530000,0.0
34.515,1,1490000,1530000,0.0
34.596,1,1480000,1530000,0.0
34.773,1,1470000,1530000,0.0
35.005,1,1450000,1530000,0.0
35.039,1,1440000,1530000,0.0
35.12,1,1430000,1530000,0.0
35.54,1,1430000,1440000,0.0
35.604,1,1430000,1530000,0.0
35.641999999999996,1,1480000,1530000,0.0
36.508,1,1480000,1520000,0.0
36.896,1,1510000,1520000,0.0
37.330999999999996,1,1480000,1520000,0.0
37.473,1,1470000,1520000,0.0
37.832,1,1470000,1500000,0.0
38.13,1,1450000,1500000,0.0
38.263000000000005,1,1440000,1500000,0.0
38.311,1,1440000,1450000,0.0
38.801,1,1430000,1450000,0.0
39.495,1,1420000,1450000,0.0
39.689,1,1400000,1450000,0.0
39.777,1,1390000,1450000,0.0
39.836,1,1360000,1450000,0.0
40.281,1,1340000,1450000,0.0
40.29,1,1290000,1450000,0.0
40.374,1,1270000,1450000,0.0
40.731,1,1240000,1450000,0.0
40.876999999999995,1,1250000,1450000,0.0
40.899,1,1250000,1290000,0.0
41.32,1,1240000,1290000,0.0
41.94,1,1230000,1290000,0.0
42.021,1,1250000,1290000,0.0
42.11,1,1250000,1260000,0.0
