arrival_time,price
0.201,1030000
0.317,1080000
0.342,1080000
0.543,1030000
0.722,1060000
0.842,1100000
1.185,1090000
1.283,1080000
2.045,1070000
2.381,1090000
2.474,1080000
2.622,1080000
2.646,1060000
3.043,1080000
3.189,1080000
3.582,1060000
3.878,1070000
4.539,1080000
4.608,1070000
4.847,1070000
4.975,1070000
5.224,1060000
5.388,1070000
5.446,1070000
5.447,1060000
6.114,1070000
6.301,1070000
6.306,1070000
6.41,1070000
6.562,1060000
7.311,1080000
7.668,1060000
7.705,1060000
7.93,1060000
8.05,1070000
8.192,1060000
8.436,1070000
8.677,1060000
8.81,1060000
9.092,1060000
9.468,1070000
10.032,1070000
10.945,1070000
11.063,1070000
11.065,1070000
11.231,1070000
11.412,1070000
11.701,1060000
11.732,1070000
11.999,1070000
12.51,1070000
12.62,1060000
12.695,1050000
12.831,1050000
12.942,1050000
12.945,1050000
13.124,1050000
13.553,1040000
13.625,1040000
13.818,1040000
13.943,1030000
14.128,1030000
14.629,1030000
14.743,1030000
14.896,1030000
15.176,1030000
15.224,1030000
15.371,1030000
15.527,1030000
15.696,1030000
15.825,1030000
16.04,1040000
16.07,1020000
16.129,1010000
16.489,1010000
17.224,1010000
17.372,1010000
17.633,1030000
17.807,1010000
17.837,1010000
17.959,1000000
18.158,1010000
19.243,1000000
19.377,1000000
19.54,1010000
19.715,1000000
19.819,1000000
19.851,1000000
19.931,1010000
20.223,1010000
20.719,1010000
21.218,1010000
21.304,1010000
21.551,1000000
22.039,1000000
22.081,1000000
22.381,1010000
22.464,1020000
22.501,1010000
24.259,1010000
24.271,1010000
24.379,1000000
24.703,1000000
25.228,1000000
25.363,1000000
25.441,1000000
25.462,1000000
25.877,1000000
25.904,1000000
25.948,1000000
26.051,1000000
26.213,990000
26.405,990000
26.535,990000
26.689,990000
26.706,990000
26.889,980000
27.121,980000
27.332,970000
27.354,970000
27.701,970000
28.382,970000
28.41,970000
28.678,970000
28.68,970000
28.719,970000
28.751,970000
30.051,960000
30.498,960000
31.259,960000
31.267,960000
31.785,960000
32.283,960000
32.547,960000
32.671,960000
32.742,960000
34.091,960000
34.862,960000
35.012,960000
35.04,960000
35.293,960000
35.609,960000
35.873,960000
36.475,960000
36.494,960000
37.079,960000
37.743,960000
38.08,960000
38.205,960000
38.401,960000
38.428,960000
38.58,960000
38.683,960000
39.539,970000
39.752,970000
39.765,970000
39.837,960000
40.046,970000
40.058,950000
40.061,950000
40.431,950000
40.654,950000
41.105,950000
41.2,960000
41.211,950000
41.61,960000
41.655,960000
41.769,950000
42.072,960000
42.248,950000
43.106,950000
43.167,950000
43.378,960000
43.384,960000
43.665,950000
43.792,950000
43.953,950000
44.404,960000
44.76,960000
44.765,960000
44.877,960000
44.986,960000
45.435,970000
45.531,970000
45.621,970000
45.735,970000
45.753,970000
46.118,970000
46.298,970000
46.368,970000
46.434,970000
46.717,960000
46.785,960000
46.82,960000
47.238,960000
47.446,970000
48.065,970000
48.341,970000
48.584,980000
49.279,980000
49.702,990000
50.02,990000
50.232,980000
50.482,980000
51.187,990000
51.205,990000
52.172,980000
52.189,980000
52.222,990000
52.66,1000000
52.736,1000000
53.227,1000000
53.251,990000
53.666,990000
53.894,990000
53.899,990000
55.158,1000000
55.196,1000000
55.613,1000000
55.672,990000
56.048,990000
56.307,990000
56.377,990000
56.689,990000
56.715,980000
57.247,1000000
57.519,1000000
57.71,990000
57.936,990000
57.985,980000
58.167,990000
58.231,990000
58.696,1000000
58.865,1000000
58.87,1000000
59.035,1000000
59.383,1000000
59.446,1000000
59.492,1000000
59.617,1010000
59.793,1010000
59.838,1010000
59.877,1010000
59.931,1010000
59.961,1010000
60.21,1020000
60.294,1010000
60.393,1020000
60.491,1020000
60.664,1020000
61.011,1020000
61.248,1020000
61.539,1020000
61.662,1030000
61.684,1030000
62.101,1030000
62.155,1040000
62.817,1030000
63.338,1030000
63.354,1040000
63.512,1030000
63.828,1030000
64.18,1020000
64.258,1030000
64.962,1040000
65.019,1020000
65.796,1020000
65.821,1020000
65.93,1030000
66.315,1020000
66.396,1030000
66.749,1030000
67.207,1040000
68.146,1030000
68.486,1030000
68.632,1030000
68.637,1030000
68.855,1020000
69.529,1030000
69.851,1040000
70.706,1040000
70.75,1040000
70.826,1040000
70.986,1040000
71.098,1040000
71.539,1050000
72.081,1050000
72.094,1050000
72.306,1060000
72.417,1060000
72.491,1060000
72.745,1060000
72.748,1060000
72.838,1060000
73.399,1070000
73.814,1070000
73.977,1070000
74.006,1070000
74.046,1070000
74.17,1070000
75.092,1070000
75.563,1070000
76.139,1060000
76.401,1070000
76.533,1070000
77.636,1070000
77.836,1080000
78.24,1080000
78.35,1070000
78.57,1080000
78.99,1070000
79.037,1070000
79.171,1080000
79.503,1090000
79.593,1090000
79.651,1080000
79.799,1070000
80.068,1090000
80.698,1070000
80.728,1070000
81.068,1070000
81.234,1070000
81.559,1070000
81.694,1070000
81.785,1070000
82.411,1080000
82.608,1070000
82.692,1080000
83.285,1070000
83.383,1070000
83.651,1070000
83.865,1070000
83.921,1070000
84.064,1060000
84.455,1060000
84.611,1070000
84.771,1070000
84.805,1060000
84.906,1060000
85.583,1060000
86.163,1080000
86.177,1080000
86.423,1060000
86.679,1080000
86.706,1070000
87.154,1060000
87.597,1060000
88.135,1070000
88.402,1050000
89.221,1060000
89.33,1070000
89.972,1080000
90.674,1070000
90.819,1070000
90.834,1070000
91.133,1070000
91.301,1060000
91.326,1080000
91.481,1080000
92.226,1060000
92.242,1060000
92.709,1060000
92.854,1070000
93.05,1080000
93.441,1080000
93.514,1070000
93.868,1060000
94.168,1060000
94.366,1060000
94.626,1070000
95.133,1080000
95.311,1070000
95.353,1060000
95.534,1060000
96.028,1070000
96.075,1070000
96.491,1080000
96.811,1080000
97.08,1070000
97.109,1080000
97.333,1080000
97.661,1080000
97.744,1080000
97.806,1090000
97.888,1090000
98.245,1090000
98.291,1100000
98.593,1100000
98.791,1100000
98.801,1100000
99.089,1100000
99.091,1100000
99.557,1110000
99.824,1110000
100.117,1110000
100.157,1110000
100.221,1110000
100.424,1120000
100.52,1120000
100.534,1120000
100.593,1120000
100.971,1120000
101.363,1120000
101.643,1110000
101.738,1130000
101.905,1110000
101.935,1130000
102.316,1130000
103.184,1130000
103.623,1130000
103.641,1130000
103.691,1130000
103.722,1130000
103.765,1110000
103.84,1120000
104.269,1120000
104.56,1110000
105.344,1120000
105.452,1120000
105.693,1110000
105.791,1120000
105.801,1110000
105.805,1110000
105.841,1110000
105.869,1120000
105.913,1120000
105.982,1110000
106.27,1110000
106.338,1110000
106.372,1110000
106.786,1100000
107.023,1100000
107.084,1110000
107.472,1100000
107.96,1100000
107.964,1100000
108.296,1100000
108.322,1110000
109.115,1110000
109.214,1110000
109.698,1110000
109.775,1100000
109.793,1110000
110.072,1100000
110.32,1100000
111.002,1110000
111.044,1110000
111.24,1110000
112.225,1110000
112.362,1110000
112.743,1110000
112.842,1110000
113.054,1110000
113.438,1110000
113.58,1110000
113.593,1110000
113.652,1110000
113.738,1110000
114.09,1110000
114.547,1110000
114.581,1100000
114.827,1110000
115.045,1110000
115.312,1100000
115.359,1100000
115.58,1100000
115.64,1110000
116.277,1100000
116.376,1100000
116.451,1100000
116.617,1100000
116.82,1100000
117.16,1100000
117.451,1090000
117.524,1090000
117.671,1090000
117.924,1100000
118.284,1090000
118.501,1100000
118.688,1090000
118.754,1090000
118.797,1090000
119.411,1090000
119.653,1100000
119.919,1090000
120.146,1100000
120.951,1080000
121.096,1080000
121.27,1080000
122.023,1090000
122.066,1080000
122.102,1090000
122.33,1100000
122.384,1070000
122.41,1100000
122.571,1080000
122.975,1080000
124.229,1070000
124.288,1070000
124.44,1080000
124.516,1070000
124.791,1070000
124.805,1070000
125.346,1070000
125.521,1070000
125.869,1080000
126.007,1080000
126.102,1080000
126.828,1070000
127.546,1070000
127.578,1070000
127.876,1070000
127.938,1070000
127.989,1080000
128.218,1080000
128.502,1080000
128.74,1070000
128.811,1070000
129.006,1080000
129.311,1090000
129.543,1070000
129.552,1090000
129.787,1070000
130.396,1100000
130.422,1100000
131.145,1070000
131.219,1090000
131.42,1100000
131.433,1070000
131.574,1100000
131.967,1100000
132.005,1100000
132.096,1100000
132.352,1110000
132.422,1110000
133.222,1110000
133.315,1100000
133.329,1110000
133.461,1110000
133.753,1090000
134.151,1110000
134.409,1110000
134.734,1110000
134.806,1110000
135.336,1110000
135.338,1110000
135.727,1100000
135.841,1110000
136.066,1110000
136.338,1110000
136.428,1120000
136.721,1120000
137.199,1120000
137.443,1110000
137.619,1110000
138.225,1120000
138.398,1110000
138.65,1110000
138.877,1120000
139.394,1110000
139.429,1120000
139.518,1120000
139.658,1120000
139.731,1120000
139.905,1120000
140.004,1120000
140.812,1120000
140.857,1120000
141.167,1130000
141.201,1110000
141.572,1120000
141.988,1110000
142.604,1110000
142.656,1110000
142.938,1110000
143.04,1120000
143.211,1100000
143.719,1120000
143.838,1120000
143.878,1120000
144.077,1120000
144.193,1120000
144.502,1110000
145.242,1110000
145.652,1120000
146.195,1110000
146.387,1110000
146.706,1110000
146.73,1110000
147.355,1110000
147.684,1110000
147.954,1110000
148.208,1110000
148.576,1110000
148.756,1110000
148.867,1100000
149.361,1110000
149.536,1100000
149.908,1100000
150.084,1100000
150.834,1100000
151.379,1100000
151.78,1100000
151.998,1100000
152.398,1100000
152.425,1100000
152.451,1100000
152.511,1100000
153.173,1100000
153.273,1100000
153.861,1100000
154.18,1100000
154.821,1100000
155.081,1100000
155.557,1100000
156.98,1100000
157.483,1100000
157.819,1100000
158.107,1100000
158.923,1100000
158.934,1100000
159.778,1100000
159.875,1100000
160.052,1100000
160.179,1100000
160.69,1100000
160.729,1100000
161.549,1100000
161.586,1100000
163.0,1100000
163.278,1100000
164.227,1090000
164.391,1100000
164.47,1100000
164.551,1100000
165.196,1090000
165.865,1090000
165.871,1090000
165.944,1090000
166.152,1090000
166.288,1090000
166.405,1090000
166.462,1080000
166.654,1090000
166.705,1080000
167.076,1080000
167.633,1080000
167.691,1080000
168.47,1090000
168.865,1080000
168.996,1080000
169.06,1080000
169.161,1090000
169.178,1080000
169.875,1090000
