arrival_time,market_id_in_subsession,e_best_bid,e_best_offer,e_signed_volume
0.022000000000000002,1,1230000,2147483647,0
0.023,1,1230000,1300000,0
0.04,1,1230000,1300000,0
0.083,1,1250000,1300000,0
0.12300000000000001,1,1250000,1300000,0
0.261,1,1250000,1300000,0
0.271,1,1250000,1290000,0
0.486,1,1250000,1260000,0
1.0659999999999998,1,1250000,1260000,0
1.165,1,1260000,1260000,0
1.5,1,1250000,1260000,0
1.7469999999999999,1,1240000,1260000,0
1.7990000000000002,1,1240000,1260000,0
1.818,1,1230000,1260000,0
1.857,1,1230000,1260000,0
1.933,1,1220000,1260000,0
2.198,1,1200000,1260000,0
2.202,1,1170000,1260000,0
2.2030000000000003,1,1090000,1260000,0
2.226,1,1110000,1260000,0
2.387,1,1090000,1260000,0
2.401,1,1090000,1150000,0
2.449,1,1090000,1110000,0
2.693,1,1090000,1110000,0
2.696,1,1090000,1090000,0
2.93,1,1090000,1090000,0
2.963,1,1090000,1100000,0
3.0069999999999997,1,1090000,1110000,0
3.0639999999999996,1,1090000,1120000,0
3.327,1,1090000,1120000,0
3.383,1,1080000,1120000,0
3.464,1,1080000,1140000,0
3.467,1,1100000,1140000,0
3.4810000000000003,1,1100000,1120000,0
3.488,1,1080000,1120000,0
3.645,1,1080000,1080000,0
3.9,1,1080000,1080000,0
3.918,1,1080000,1080000,0
4.084,1,1080000,1080000,0
4.135,1,1080000,1080000,0
4.399,1,1080000,1080000,0
4.542,1,1080000,1080000,0
5.282,1,1080000,1080000,0
5.443,1,1080000,1090000,0
5.474,1,1080000,1090000,0
5.92,1,1080000,1090000,0
6.09,1,1070000,1090000,0
6.121,1,1070000,1090000,0
6.122000000000001,1,1070000,1090000,0
6.617999999999999,1,1080000,1090000,0
6.83,1,1090000,1090000,0
6.846,1,1080000,1090000,0
6.903,1,1070000,1090000,0
6.957000000000001,1,1070000,1100000,0
7.182,1,1070000,1100000,0
7.266,1,1070000,1100000,0
7.268,1,1070000,1100000,0
7.277,1,1070000,1100000,0
7.2860000000000005,1,1070000,1110000,0
7.313,1,1070000,1110000,0
7.497000000000001,1,1070000,1110000,0
7.582000000000001,1,1070000,1110000,0
7.622000000000001,1,1080000,1110000,0
7.632999999999999,1,1080000,1110000,0
7.6739999999999995,1,1110000,1110000,0
7.763999999999999,1,1110000,1110000,0
7.791,1,1110000,1120000,0
7.905,1,1120000,1120000,0
7.92,1,1120000,1120000,0
8.023,1,1120000,1120000,0
8.137,1,1120000,1120000,0
8.236,1,1120000,1120000,0
8.32,1,1120000,1120000,0
8.365,1,1120000,1120000,0
8.433,1,1120000,1120000,0
8.529,1,1120000,1120000,0
8.636000000000001,1,1120000,1120000,0
