arrival_time,price
1.89,660000
3.323,680000
4.331,970000
4.955,970000
5.796,980000
6.001,980000
7.723,990000
12.934,990000
13.79,970000
16.277,970000
16.359,950000
17.985,980000
18.613,970000
21.969,970000
22.789,970000
23.588,990000
24.674,1010000
26.431,980000
27.905,980000
28.347,990000
30.827,1040000
34.68,1060000
37.491,1060000
39.292,1070000
40.035,1060000
45.173,1040000
46.664,1050000
48.137,1040000
50.499,1070000
51.299,1080000
53.709,1140000
54.761,1140000
56.228,1140000
63.303,1100000
63.98,1120000
71.056,1120000
71.088,1120000
72.412,1110000
72.482,1100000
73.009,1090000
73.616,1090000
73.849,1060000
74.844,1070000
78.443,1220000
80.356,1200000
82.369,1180000
91.319,1170000
95.848,1200000
96.763,1200000
99.52,1190000
100.172,1170000
105.014,1180000
107.431,1180000
109.027,1170000
114.655,1170000
116.086,1160000
116.889,1090000
119.455,1080000
120.954,1050000
123.431,1090000
123.545,1100000
123.657,1110000
123.67,1120000
124.133,1130000
125.933,1170000
128.978,1150000
129.265,1170000
130.394,1140000
132.42,1120000
134.671,1060000
135.945,1060000
136.095,1060000
140.776,1050000
144.639,1030000
148.832,1050000
156.283,1050000
157.174,1050000
157.576,1040000
159.424,1040000
160.065,1040000
162.895,1040000
167.053,1020000
168.143,1030000
170.796,1020000
171.649,1040000
174.818,1020000
175.569,1040000
177.993,1040000
178.444,1040000
179.247,1040000
179.944,1060000
181.322,1060000
183.205,1040000
183.3,1040000
183.589,1030000
184.125,1020000
184.513,1020000
184.911,990000
186.094,840000
186.888,840000
190.576,830000
191.025,840000
191.109,810000
192.048,830000
192.787,840000
194.39,810000
194.709,800000
198.857,800000
199.78,790000
202.139,790000
202.341,780000
205.412,770000
206.106,770000
206.138,760000
208.753,760000
209.873,750000
212.611,750000
212.946,740000
216.165,730000
217.642,720000
220.448,720000
221.087,740000
222.335,720000
223.517,720000
225.581,720000
227.942,730000
229.125,730000
230.557,720000
232.685,680000
232.902,660000
238.788,670000
