arrival_time,market_id_in_subsession,e_best_bid,e_best_ask,e_signed_volume
26.467,1,1010000,1010000,0
26.561,1,1000000,1010000,0
26.796999999999997,1,1000000,1000000,0
27.07,1,1000000,1000000,0
27.087,1,1000000,1000000,0
27.656999999999996,1,1000000,1000000,0
27.796999999999997,1,1000000,1000000,0
27.816999999999997,1,1000000,1010000,0
28.061,1,990000,1010000,0
29.035,1,990000,1020000,0
29.134,1,1000000,1020000,0
29.179000000000002,1,1010000,1020000,0
29.218000000000004,1,1010000,1020000,0
29.250999999999998,1,1010000,1020000,0
29.528000000000002,1,1010000,1020000,0
29.533,1,1010000,1020000,0
29.541999999999998,1,1000000,1020000,0
29.543000000000003,1,1000000,1020000,0
29.546,1,1000000,1020000,0
29.572,1,1000000,1020000,0
29.587,1,1000000,1020000,0
29.614,1,1000000,1020000,0
29.656,1,1000000,1010000,0
29.683000000000003,1,1000000,1000000,0
29.814,1,1000000,1010000,0
30.094,1,1000000,1010000,0
30.721999999999998,1,1000000,1000000,0
31.05,1,1000000,1000000,0
31.051,1,1000000,1010000,0
31.055,1,1000000,1010000,0
31.119,1,1000000,1010000,0
31.219,1,1000000,1010000,0
31.418000000000003,1,1000000,1000000,0
31.568,1,1000000,1000000,0
31.57,1,1000000,1000000,0
31.704,1,1000000,1000000,0
31.763,1,1000000,1000000,0
31.92,1,1000000,1010000,0
31.925,1,1000000,1010000,0
32.056,1,1000000,1000000,0
32.135,1,1000000,1010000,0
32.164,1,1000000,1010000,0
32.201,1,1000000,1010000,0
32.399,1,1010000,1010000,0
32.476,1,1000000,1010000,0
32.874,1,1000000,1010000,0
33.224000000000004,1,1000000,1010000,0
33.351,1,1000000,1020000,0
33.375,1,1010000,1020000,0
34.19,1,1000000,1020000,0
34.194,1,1010000,1020000,0
34.291,1,1000000,1020000,0
34.325,1,1000000,1010000,0
34.42,1,1000000,1010000,0
34.666,1,1010000,1010000,0
34.786,1,1010000,1010000,0
35.03,1,1010000,1010000,0
35.047,1,1000000,1010000,0
35.074,1,1000000,1010000,0
35.135999999999996,1,990000,1010000,0
35.14,1,990000,1010000,0
35.604,1,990000,1010000,0
35.633,1,990000,1020000,0
35.677,1,990000,1020000,0
35.849000000000004,1,990000,990000,0
36.0,1,990000,1010000,0
36.031,1,990000,1000000,0
36.239000000000004,1,990000,1010000,0
36.278,1,990000,1000000,0
36.533,1,1000000,1000000,0
36.907,1,1000000,1000000,0
37.028,1,1000000,1010000,0
37.104,1,990000,1010000,0
37.571,1,990000,1010000,0
37.711,1,990000,1010000,0
38.196999999999996,1,990000,1000000,0
38.263000000000005,1,990000,1010000,0
38.394,1,990000,1010000,0
38.435,1,990000,1000000,0
38.552,1,990000,1010000,0
38.599000000000004,1,1000000,1010000,0
38.608000000000004,1,1000000,1010000,0
39.16,1,1000000,1010000,0
39.209,1,1010000,1010000,0
39.241,1,1010000,1010000,0
39.281,1,1000000,1010000,0
39.795,1,1000000,1010000,0
40.085,1,1010000,1010000,0
40.145,1,1010000,1010000,0
40.173,1,1010000,1010000,0
40.353,1,1000000,1010000,0
40.452,1,1000000,1010000,0
40.888000000000005,1,1000000,1010000,0
41.211999999999996,1,1000000,1010000,0
41.614,1,1000000,1010000,0
41.985,1,990000,1010000,0
42.115,1,990000,1010000,0
42.37,1,990000,1010000,0
43.126999999999995,1,990000,1010000,0
43.156000000000006,1,1010000,1010000,0
44.282,1,1010000,1010000,0
44.283,1,1010000,1010000,0
44.288999999999994,1,1010000,1010000,0
45.056000000000004,1,1010000,1010000,0
45.303000000000004,1,1010000,1010000,0
45.41,1,1010000,1010000,0
45.50899999999999,1,1010000,1010000,0
45.708,1,1010000,1010000,0
45.913000000000004,1,1000000,1010000,0
45.993,1,1000000,1010000,0
46.18899999999999,1,1000000,1010000,0
46.342,1,1000000,1010000,0
46.838,1,1000000,1010000,0
47.288999999999994,1,1000000,1010000,0
47.943999999999996,1,1000000,1010000,0
48.201,1,1000000,1010000,0
48.217,1,1000000,1010000,0
48.678999999999995,1,1000000,1010000,0
48.717,1,1000000,1000000,0
48.975,1,1000000,1000000,0
49.07,1,1000000,1000000,0
49.13,1,1000000,1000000,0
49.312,1,1000000,1000000,0
49.518,1,1000000,1000000,0
49.79,1,1000000,1010000,0
50.125,1,1000000,1000000,0
50.216,1,1000000,1000000,0
50.441,1,1000000,1000000,0
50.688,1,1000000,1010000,0
50.912,1,1000000,1010000,0
50.949,1,1000000,1000000,0
51.449,1,1000000,1000000,0
51.958999999999996,1,1000000,1000000,0
52.045,1,990000,1000000,0
52.167,1,1000000,1000000,0
52.228,1,990000,1000000,0
52.306000000000004,1,990000,1000000,0
52.549,1,990000,1000000,0
52.833,1,990000,1000000,0
52.913000000000004,1,990000,990000,0
53.141000000000005,1,990000,990000,0
53.501000000000005,1,990000,990000,0
53.681999999999995,1,990000,1000000,0
53.736000000000004,1,990000,1000000,0
53.744,1,990000,990000,0
53.766000000000005,1,990000,990000,0
53.845,1,990000,990000,0
54.293,1,990000,990000,0
54.398999999999994,1,990000,990000,0
54.693000000000005,1,990000,1000000,0
55.132,1,990000,1000000,0
55.153999999999996,1,990000,990000,0
55.303000000000004,1,990000,990000,0
55.543,1,990000,990000,0
55.751999999999995,1,990000,990000,0
56.433,1,990000,1000000,0
56.637,1,990000,1000000,0
57.091,1,990000,1000000,0
57.169,1,990000,1000000,0
57.178000000000004,1,990000,1000000,0
57.239,1,1000000,1000000,0
57.32,1,1000000,1000000,0
57.483999999999995,1,1000000,1010000,0
57.56,1,1000000,1000000,0
57.592,1,1000000,1010000,0
57.73,1,1000000,1010000,0
57.931000000000004,1,990000,1010000,0
58.053000000000004,1,990000,1010000,0
58.088,1,1000000,1010000,0
58.317,1,1000000,1010000,0
58.327,1,1000000,1010000,0
58.36600000000001,1,990000,1010000,0
58.376999999999995,1,990000,1010000,0
58.44,1,990000,1010000,0
58.49100000000001,1,990000,990000,0
58.503,1,990000,990000,0
58.568999999999996,1,990000,990000,0
58.985,1,990000,990000,0
59.02,1,990000,990000,0
59.42100000000001,1,990000,990000,0
59.563,1,990000,990000,0
59.758,1,990000,1000000,0
59.815,1,990000,990000,0
60.055,1,990000,990000,0
60.063,1,980000,990000,0
60.075,1,980000,990000,0
60.226000000000006,1,980000,1000000,0
60.268,1,1000000,1000000,0
60.52,1,980000,1000000,0
60.53,1,980000,990000,0
60.611000000000004,1,980000,1000000,0
60.678999999999995,1,980000,980000,0
60.698,1,980000,1000000,0
60.788999999999994,1,980000,1000000,0
61.0,1,1000000,1000000,0
61.203,1,1000000,1000000,0
61.228,1,1000000,1000000,0
61.25899999999999,1,1000000,1000000,0
61.339,1,1000000,1000000,0
61.446999999999996,1,1000000,1000000,0
61.501000000000005,1,1000000,1000000,0
61.61,1,1000000,1000000,0
61.698,1,1000000,1000000,0
61.705,1,1000000,1000000,0
61.84,1,1000000,1000000,0
61.851000000000006,1,1000000,1000000,0
61.854,1,1000000,1000000,0
61.868,1,1000000,1000000,0
61.871,1,1000000,1000000,0
61.903999999999996,1,1000000,1000000,0
62.442,1,1000000,1000000,0
63.08,1,1000000,1000000,0
63.261,1,1000000,1000000,0
63.419,1,1000000,1000000,0
63.65,1,1000000,1000000,0
63.728,1,1000000,1000000,0
63.98,1,1000000,1000000,0
64.27199999999999,1,1000000,1000000,0
64.333,1,1000000,1000000,0
64.432,1,1000000,1000000,0
65.048,1,990000,1000000,0
65.266,1,990000,1000000,0
65.425,1,990000,1000000,0
65.464,1,990000,990000,0
65.47399999999999,1,990000,1000000,0
65.53,1,990000,1000000,0
65.563,1,990000,1000000,0
65.568,1,990000,1000000,0
66.218,1,990000,1000000,0
66.31,1,990000,1000000,0
66.395,1,990000,1010000,0
66.4,1,990000,1010000,0
66.515,1,990000,990000,0
67.51899999999999,1,990000,1010000,0
67.523,1,1000000,1010000,0
67.524,1,1000000,1000000,0
67.568,1,1000000,1010000,0
67.962,1,990000,1010000,0
68.081,1,990000,1010000,0
68.086,1,1010000,1010000,0
69.149,1,1010000,1010000,0
69.574,1,1010000,1010000,0
69.683,1,1010000,1010000,0
70.025,1,1010000,1010000,0
70.525,1,1010000,1010000,0
70.585,1,1010000,1010000,0
70.596,1,1000000,1010000,0
70.893,1,1000000,1010000,0
71.146,1,1000000,1000000,0
71.166,1,1000000,1010000,0
71.472,1,1000000,1010000,0
71.547,1,1000000,1010000,0
71.55199999999999,1,1000000,1010000,0
71.705,1,1000000,1010000,0
71.781,1,1000000,1020000,0
71.925,1,1000000,1010000,0
72.078,1,990000,1010000,0
72.085,1,990000,990000,0
72.158,1,990000,990000,0
72.183,1,990000,990000,0
72.227,1,990000,990000,0
72.334,1,990000,990000,0
72.444,1,990000,990000,0
72.464,1,990000,1010000,0
72.488,1,990000,1010000,0
72.507,1,990000,1010000,0
72.60300000000001,1,990000,1010000,0
72.631,1,990000,1010000,0
72.646,1,1000000,1010000,0
72.695,1,1000000,1020000,0
72.725,1,1000000,1000000,0
72.95,1,1000000,1020000,0
73.002,1,1000000,1000000,0
73.233,1,990000,1000000,0
73.25399999999999,1,990000,1000000,0
73.388,1,990000,1000000,0
73.39699999999999,1,990000,1000000,0
73.414,1,990000,1000000,0
73.419,1,990000,1000000,0
73.494,1,990000,990000,0
73.52600000000001,1,990000,990000,0
73.54899999999999,1,990000,990000,0
73.564,1,990000,990000,0
73.568,1,990000,990000,0
73.681,1,990000,990000,0
73.7,1,990000,990000,0
73.71300000000001,1,990000,990000,0
73.744,1,990000,990000,0
73.789,1,990000,990000,0
73.804,1,990000,990000,0
73.816,1,990000,990000,0
73.85300000000001,1,990000,990000,0
73.868,1,990000,1000000,0
73.87,1,990000,1000000,0
73.895,1,990000,1000000,0
73.985,1,1000000,1000000,0
74.20100000000001,1,990000,1000000,0
74.204,1,990000,1000000,0
74.24,1,990000,1000000,0
74.27,1,990000,1000000,0
74.317,1,1000000,1000000,0
74.35,1,1000000,1000000,0
74.47,1,1000000,1000000,0
74.484,1,990000,1000000,0
74.497,1,990000,1000000,0
74.56,1,990000,1000000,0
74.562,1,990000,1000000,0
74.63600000000001,1,990000,1000000,0
74.675,1,990000,1000000,0
74.71,1,990000,1000000,0
74.877,1,990000,1000000,0
75.021,1,990000,1000000,0
75.195,1,990000,990000,0
75.347,1,990000,1000000,0
75.631,1,990000,1000000,0
75.664,1,990000,1000000,0
75.726,1,990000,1000000,0
75.875,1,990000,1000000,0
75.973,1,1000000,1000000,0
75.992,1,990000,1000000,0
76.007,1,990000,1000000,0
76.319,1,990000,1000000,0
76.404,1,990000,1000000,0
76.56,1,990000,1000000,0
76.586,1,990000,990000,0
76.837,1,990000,1000000,0
77.30199999999999,1,990000,1000000,0
77.382,1,990000,1000000,0
77.476,1,1000000,1000000,0
77.809,1,990000,1000000,0
77.889,1,990000,1000000,0
78.34899999999999,1,990000,1000000,0
78.641,1,990000,1010000,0
78.702,1,990000,1010000,0
78.757,1,990000,1010000,0
78.789,1,990000,1010000,0
78.877,1,990000,1010000,0
78.97,1,990000,1010000,0
79.025,1,990000,1010000,0
79.12899999999999,1,990000,1010000,0
79.141,1,1010000,1010000,0
79.173,1,1010000,1010000,0
79.186,1,1010000,1010000,0
79.304,1,1010000,1010000,0
79.355,1,1010000,1010000,0
79.422,1,1010000,1010000,0
79.472,1,1010000,1010000,0
79.479,1,1010000,1010000,0
79.505,1,1010000,1010000,0
79.527,1,1010000,1010000,0
79.646,1,1010000,1010000,0
79.714,1,990000,1010000,0
79.845,1,990000,1010000,0
79.85,1,990000,1010000,0
79.965,1,990000,1010000,0
79.969,1,1000000,1010000,0
80.03699999999999,1,990000,1010000,0
80.042,1,990000,1010000,0
80.045,1,990000,1010000,0
80.056,1,1000000,1010000,0
80.611,1,1000000,1010000,0
80.697,1,1000000,1010000,0
80.773,1,1010000,1010000,0
80.92,1,1010000,1010000,0
80.975,1,1000000,1010000,0
81.059,1,1000000,1010000,0
81.131,1,1000000,1010000,0
81.155,1,1010000,1010000,0
81.17399999999999,1,1000000,1010000,0
81.184,1,1000000,1010000,0
81.205,1,990000,1010000,0
81.226,1,990000,1010000,0
81.28699999999999,1,990000,1010000,0
81.298,1,990000,1010000,0
81.32600000000001,1,990000,1010000,0
81.332,1,990000,1010000,0
81.35600000000001,1,990000,1010000,0
81.37,1,990000,1010000,0
81.84,1,990000,1010000,0
81.863,1,990000,1010000,0
81.92399999999999,1,990000,1010000,0
82.037,1,990000,1010000,0
82.04299999999999,1,990000,1000000,0
82.163,1,990000,1010000,0
82.176,1,1010000,1010000,0
82.52,1,1010000,1010000,0
82.552,1,1010000,1010000,0
82.6,1,1010000,1010000,0
82.64200000000001,1,1010000,1010000,0
82.67,1,1010000,1010000,0
82.823,1,1010000,1010000,0
82.87899999999999,1,1010000,1010000,0
82.912,1,1010000,1010000,0
82.992,1,1010000,1010000,0
83.16799999999999,1,1010000,1010000,0
83.25,1,1010000,1010000,0
83.348,1,1010000,1010000,0
83.493,1,1010000,1010000,0
83.756,1,1010000,1010000,0
83.883,1,1010000,1010000,0
84.39399999999999,1,1000000,1010000,0
84.479,1,990000,1010000,0
84.831,1,990000,1000000,0
84.838,1,990000,1010000,0
84.86,1,990000,1000000,0
84.884,1,990000,990000,0
84.88799999999999,1,990000,1000000,0
85.069,1,990000,1000000,0
85.368,1,990000,1000000,0
85.462,1,990000,990000,0
85.50200000000001,1,990000,1000000,0
85.618,1,990000,990000,0
85.765,1,990000,990000,0
86.084,1,990000,990000,0
86.11200000000001,1,990000,990000,0
86.12100000000001,1,990000,990000,0
86.336,1,990000,990000,0
86.339,1,990000,990000,0
86.35,1,990000,990000,0
86.365,1,990000,990000,0
86.415,1,990000,990000,0
86.427,1,990000,990000,0
86.568,1,990000,990000,0
86.609,1,990000,990000,0
86.62899999999999,1,990000,990000,0
86.64200000000001,1,990000,990000,0
86.65799999999999,1,990000,1000000,0
86.669,1,990000,1000000,0
86.686,1,990000,1000000,0
86.758,1,990000,1000000,0
86.867,1,990000,1000000,0
86.87899999999999,1,990000,1000000,0
86.96600000000001,1,990000,1000000,0
87.223,1,990000,1000000,0
87.249,1,990000,1000000,0
87.40299999999999,1,990000,1000000,0
87.509,1,990000,1000000,0
87.51,1,990000,1000000,0
87.579,1,990000,1000000,0
87.59700000000001,1,990000,1000000,0
87.618,1,990000,1000000,0
87.67299999999999,1,1000000,1000000,0
87.68700000000001,1,1000000,1000000,0
87.789,1,1000000,1000000,0
87.822,1,1000000,1000000,0
87.85700000000001,1,990000,1000000,0
87.988,1,990000,1000000,0
88.12700000000001,1,990000,1000000,0
88.137,1,990000,1000000,0
88.156,1,990000,1000000,0
88.185,1,990000,1000000,0
88.28399999999999,1,990000,1000000,0
88.50200000000001,1,990000,1000000,0
88.51100000000001,1,990000,1000000,0
88.556,1,990000,1000000,0
88.64200000000001,1,990000,1000000,0
88.655,1,990000,1000000,0
88.728,1,990000,1000000,0
88.90799999999999,1,990000,990000,0
89.118,1,990000,1000000,0
89.195,1,990000,990000,0
89.20299999999999,1,990000,990000,0
89.63799999999999,1,980000,990000,0
89.781,1,990000,990000,0
90.094,1,990000,1000000,0
90.11200000000001,1,1000000,1000000,0
90.18,1,990000,1000000,0
90.214,1,980000,1000000,0
90.359,1,990000,1000000,0
90.365,1,990000,1000000,0
90.383,1,990000,990000,0
90.802,1,990000,1000000,0
90.867,1,990000,1010000,0
91.06,1,1010000,1010000,0
91.134,1,990000,1010000,0
91.139,1,1000000,1010000,0
91.23700000000001,1,1000000,1010000,0
91.249,1,1000000,1010000,0
91.52,1,990000,1010000,0
91.545,1,990000,1010000,0
91.59100000000001,1,1000000,1010000,0
91.654,1,1000000,1000000,0
92.081,1,1000000,1000000,0
92.117,1,1000000,1000000,0
92.385,1,1000000,1000000,0
92.664,1,1000000,1010000,0
92.686,1,1000000,1010000,0
92.712,1,1000000,1010000,0
92.775,1,990000,1010000,0
92.78399999999999,1,1010000,1010000,0
93.31,1,1010000,1010000,0
93.329,1,1000000,1010000,0
93.384,1,1000000,1010000,0
93.488,1,990000,1010000,0
93.695,1,1000000,1010000,0
93.833,1,1000000,1010000,0
94.166,1,1010000,1010000,0
94.43,1,1000000,1010000,0
94.447,1,990000,1010000,0
94.529,1,1010000,1010000,0
94.792,1,990000,1010000,0
94.906,1,990000,1010000,0
94.964,1,1000000,1010000,0
94.98,1,990000,1010000,0
95.12899999999999,1,1000000,1010000,0
95.22200000000001,1,990000,1010000,0
95.541,1,990000,1010000,0
95.581,1,990000,1010000,0
95.63600000000001,1,1000000,1010000,0
95.667,1,990000,1010000,0
95.76,1,990000,1010000,0
95.79899999999999,1,990000,1010000,0
95.84700000000001,1,990000,1010000,0
95.959,1,1010000,1010000,0
95.97200000000001,1,990000,1010000,0
95.992,1,990000,1000000,0
96.552,1,990000,1010000,0
97.221,1,1010000,1010000,0
97.75,1,990000,1010000,0
98.04899999999999,1,990000,1010000,0
98.156,1,990000,1000000,0
98.43799999999999,1,1000000,1000000,0
99.184,1,990000,1000000,0
99.225,1,990000,1010000,0
99.25299999999999,1,990000,1010000,0
99.291,1,1000000,1010000,0
99.38,1,990000,1010000,0
99.41799999999999,1,990000,1010000,0
99.464,1,990000,1010000,0
99.507,1,990000,1010000,0
99.521,1,990000,1010000,0
99.771,1,990000,1010000,0
99.81299999999999,1,1000000,1010000,0
99.833,1,1000000,1010000,0
100.03,1,990000,1010000,0
100.052,1,1000000,1010000,0
100.055,1,990000,1010000,0
100.11,1,990000,1010000,0
100.354,1,1010000,1010000,0
100.382,1,990000,1010000,0
100.391,1,990000,1010000,0
100.485,1,990000,1000000,0
100.589,1,990000,1010000,0
100.714,1,990000,990000,0
100.81700000000001,1,990000,1010000,0
100.98299999999999,1,990000,1010000,0
101.455,1,990000,990000,0
101.559,1,990000,990000,0
101.61200000000001,1,990000,990000,0
102.471,1,990000,990000,0
102.525,1,990000,1000000,0
102.866,1,1000000,1000000,0
102.93700000000001,1,1000000,1000000,0
102.995,1,990000,1000000,0
103.257,1,990000,990000,0
103.324,1,990000,1000000,0
103.624,1,990000,990000,0
103.71600000000001,1,990000,1000000,0
103.885,1,1000000,1000000,0
103.988,1,1000000,1000000,0
104.194,1,1000000,1000000,0
104.70299999999999,1,1000000,1000000,0
104.82700000000001,1,1000000,1010000,0
104.851,1,1000000,1000000,0
104.999,1,990000,1000000,0
105.18799999999999,1,990000,990000,0
105.303,1,990000,1000000,0
105.36399999999999,1,990000,1010000,0
105.929,1,1010000,1010000,0
106.005,1,990000,1010000,0
106.414,1,990000,1010000,0
106.44,1,990000,1010000,0
106.477,1,990000,1010000,0
106.531,1,990000,1010000,0
106.619,1,990000,1010000,0
106.665,1,990000,1010000,0
106.68299999999999,1,990000,1010000,0
106.699,1,990000,1010000,0
106.779,1,990000,1010000,0
106.834,1,990000,1010000,0
106.932,1,990000,1010000,0
106.934,1,990000,1010000,0
106.979,1,990000,1010000,0
107.05,1,1000000,1010000,0
107.249,1,1000000,1010000,0
107.262,1,1000000,1010000,0
107.30799999999999,1,1000000,1010000,0
107.33200000000001,1,1000000,1010000,0
107.375,1,1000000,1010000,0
107.381,1,990000,1010000,0
107.38600000000001,1,990000,1010000,0
107.42399999999999,1,990000,1010000,0
107.439,1,990000,1010000,0
107.469,1,990000,1010000,0
107.595,1,1000000,1010000,0
107.632,1,990000,1010000,0
107.648,1,1010000,1010000,0
107.706,1,1010000,1010000,0
108.24,1,990000,1010000,0
108.241,1,1000000,1010000,0
108.459,1,1000000,1010000,0
108.464,1,1000000,1010000,0
108.485,1,1010000,1010000,0
108.556,1,1000000,1010000,0
108.684,1,1000000,1000000,0
108.777,1,990000,1000000,0
109.005,1,990000,1000000,0
109.04,1,990000,990000,0
109.586,1,990000,990000,0
110.042,1,990000,990000,0
110.521,1,990000,990000,0
110.59700000000001,1,990000,990000,0
110.635,1,990000,990000,0
110.727,1,990000,990000,0
110.734,1,990000,990000,0
110.74700000000001,1,990000,990000,0
110.781,1,990000,990000,0
110.80799999999999,1,990000,990000,0
110.852,1,990000,990000,0
110.854,1,990000,990000,0
110.884,1,990000,990000,0
110.91,1,990000,990000,0
110.93299999999999,1,990000,990000,0
111.21,1,990000,990000,0
111.351,1,990000,990000,0
111.59200000000001,1,990000,990000,0
111.79700000000001,1,990000,990000,0
111.976,1,990000,1000000,0
112.088,1,990000,1000000,0
112.124,1,990000,1000000,0
112.178,1,990000,1000000,0
112.35700000000001,1,990000,1000000,0
112.484,1,990000,1000000,0
112.485,1,990000,1000000,0
112.759,1,1000000,1000000,0
112.803,1,1000000,1000000,0
113.042,1,1000000,1000000,0
113.17200000000001,1,1000000,1010000,0
113.264,1,990000,1010000,0
113.32799999999999,1,990000,1000000,0
113.416,1,990000,1000000,0
113.73700000000001,1,990000,1010000,0
114.147,1,990000,1000000,0
114.515,1,1000000,1000000,0
114.865,1,990000,1000000,0
114.889,1,990000,1000000,0
115.23700000000001,1,990000,1000000,0
115.30799999999999,1,990000,1000000,0
115.325,1,990000,1000000,0
115.363,1,1000000,1000000,0
115.36399999999999,1,990000,1000000,0
115.37899999999999,1,990000,1000000,0
115.399,1,990000,1010000,0
115.689,1,1010000,1010000,0
116.088,1,990000,1010000,0
116.09899999999999,1,990000,1010000,0
116.104,1,990000,990000,0
116.133,1,990000,1010000,0
116.205,1,990000,990000,0
116.238,1,990000,1010000,0
116.499,1,990000,1010000,0
116.988,1,990000,1010000,0
117.055,1,990000,1000000,0
117.12100000000001,1,990000,990000,0
117.154,1,990000,1000000,0
117.26700000000001,1,990000,1000000,0
117.365,1,990000,1010000,0
117.402,1,990000,1010000,0
117.465,1,990000,1000000,0
117.583,1,990000,1000000,0
118.016,1,990000,1000000,0
118.485,1,990000,1000000,0
118.493,1,990000,1000000,0
118.53399999999999,1,990000,1000000,0
118.62100000000001,1,990000,990000,0
118.728,1,990000,990000,0
118.921,1,990000,990000,0
119.096,1,990000,990000,0
119.35600000000001,1,990000,990000,0
120.23,1,990000,990000,0
120.4,1,990000,990000,0
120.58200000000001,1,990000,990000,0
120.82,1,990000,990000,0
121.325,1,990000,1000000,0
121.385,1,1000000,1000000,0
121.755,1,990000,1000000,0
121.79899999999999,1,990000,1000000,0
122.311,1,1000000,1000000,0
122.448,1,1000000,1000000,0
123.124,1,1000000,1000000,0
123.27,1,1000000,1000000,0
123.296,1,1000000,1000000,0
123.42200000000001,1,990000,1000000,0
123.45100000000001,1,990000,990000,0
123.589,1,990000,1000000,0
123.765,1,990000,1000000,0
124.221,1,990000,1010000,0
124.296,1,1010000,1010000,0
124.32799999999999,1,990000,1010000,0
124.62799999999999,1,990000,1010000,0
125.19,1,990000,1000000,0
125.305,1,990000,990000,0
126.249,1,990000,990000,0
126.49700000000001,1,990000,990000,0
126.70700000000001,1,990000,990000,0
126.76299999999999,1,990000,1000000,0
127.25299999999999,1,1000000,1000000,0
127.65799999999999,1,990000,1000000,0
