arrival_time,price
1.66,960000
1.67,1000000
4.237,1140000
5.269,1040000
5.585,1040000
17.0,1030000
20.413,1030000
21.308,1030000
22.337,1030000
24.204,1020000
27.499,1020000
29.616,1020000
32.786,1050000
33.019,1040000
33.045,1040000
33.631,1000000
35.108,1050000
37.708,1040000
41.026,1010000
44.699,960000
45.23,960000
50.705,990000
51.55,990000
51.937,990000
52.931,1010000
53.665,1010000
54.378,1070000
54.449,1080000
54.58,1110000
58.134,1110000
58.753,1110000
59.028,1110000
62.688,1110000
66.781,1130000
66.887,1130000
67.248,1140000
70.214,1160000
72.657,1150000
73.061,1170000
75.548,1180000
77.129,1180000
77.698,1180000
81.526,1200000
82.285,1200000
82.834,1190000
84.935,1140000
85.412,1140000
85.418,1110000
86.943,1130000
87.489,1130000
89.304,1130000
89.955,1120000
91.602,1120000
102.273,1120000
102.31,1120000
103.063,1150000
105.378,1170000
105.631,1250000
105.845,1290000
105.888,1310000
106.705,1290000
112.995,1320000
116.945,1310000
120.267,1130000
126.042,1120000
126.205,1120000
126.959,1120000
130.248,1120000
131.222,1130000
134.217,1130000
138.42,1090000
142.256,1100000
144.015,1100000
144.609,1100000
146.184,1100000
148.962,1090000
153.284,1070000
157.753,1090000
160.928,1090000
162.719,1080000
164.185,1080000
165.128,1080000
165.961,1060000
169.974,1040000
175.377,1030000
177.118,1040000
181.02,1020000
181.639,1010000
182.677,1010000
184.631,1010000
185.375,990000
186.347,990000
186.407,990000
188.782,980000
188.815,960000
193.305,930000
195.892,910000
199.67,910000
200.337,920000
200.756,900000
201.227,930000
204.064,910000
204.373,900000
204.484,890000
206.433,910000
207.494,880000
207.896,860000
211.697,840000
213.036,830000
217.802,820000
218.391,820000
220.04,820000
223.43,810000
232.163,860000
233.297,1010000
233.613,990000
235.422,1000000
236.317,980000
238.498,980000
239.043,990000
239.686,970000
