arrival_time,market_id_in_subsession,e_best_bid,e_best_offer,e_signed_volume
0.18,1,1170000,2147483647,0
0.233,1,1170000,1170000,0
2.8369999999999997,1,1170000,1180000,0
3.2060000000000004,1,1170000,1170000,0
4.83,1,1170000,1180000,0
5.297999999999999,1,1130000,1180000,0
5.3020000000000005,1,1150000,1180000,0
5.647,1,1150000,1210000,0
5.917000000000001,1,1180000,1210000,0
6.778,1,1160000,1210000,0
6.853,1,1190000,1210000,0
6.944,1,1160000,1210000,0
7.105,1,1160000,1200000,0
7.537999999999999,1,1160000,1170000,0
7.7860000000000005,1,1160000,1200000,0
8.673,1,1160000,1200000,0
8.674,1,1170000,1200000,0
8.847999999999999,1,1170000,1190000,0
8.883,1,1160000,1190000,0
9.318,1,1160000,1190000,0
11.640999999999998,1,1150000,1190000,0
12.775,1,810000,1190000,0
14.062999999999999,1,810000,840000,0
14.337,1,770000,840000,0
14.885,1,770000,790000,0
16.532,1,770000,790000,0
17.25,1,780000,790000,0
18.084,1,780000,790000,0
18.559,1,780000,790000,0
20.250999999999998,1,780000,810000,0
20.366,1,780000,790000,0
20.433,1,780000,790000,0
20.691999999999997,1,780000,790000,0
21.381999999999998,1,780000,790000,0
21.579,1,780000,790000,0
21.581,1,780000,790000,0
21.645,1,780000,790000,0
21.889,1,780000,790000,0
22.209,1,780000,810000,0
22.281999999999996,1,780000,810000,0
22.468000000000004,1,800000,810000,0
23.846999999999998,1,800000,860000,0
24.27,1,800000,830000,0
25.503,1,810000,830000,0
26.647,1,820000,830000,0
27.505,1,820000,830000,0
27.730999999999998,1,820000,830000,0
30.596999999999998,1,820000,830000,0
32.111,1,810000,830000,0
33.053000000000004,1,790000,830000,0
33.227,1,790000,830000,0
33.893,1,790000,810000,0
35.468,1,810000,810000,0
36.277,1,810000,820000,0
36.671,1,810000,830000,0
37.041,1,810000,830000,0
37.721,1,830000,830000,0
38.548,1,830000,850000,0
39.385,1,840000,850000,0
39.685,1,840000,850000,0
39.935,1,840000,870000,0
41.207,1,840000,870000,0
41.466,1,840000,880000,0
42.608999999999995,1,840000,840000,0
43.56,1,840000,840000,0
44.956,1,840000,850000,0
46.008,1,840000,870000,0
47.873999999999995,1,870000,870000,0
48.416000000000004,1,840000,870000,0
49.115,1,830000,870000,0
49.95,1,830000,840000,0
50.956,1,830000,870000,0
51.102,1,820000,880000,0
51.165,1,780000,880000,0
51.756,1,840000,880000,0
51.861999999999995,1,880000,880000,0
51.867,1,840000,880000,0
52.371,1,840000,900000,0
52.536,1,840000,890000,0
52.821999999999996,1,840000,890000,0
54.413999999999994,1,840000,890000,0
54.674,1,840000,890000,0
55.131,1,840000,890000,0
55.398,1,840000,890000,0
55.463,1,840000,890000,0
56.257,1,840000,890000,0
56.45399999999999,1,840000,890000,0
57.611000000000004,1,830000,900000,0
58.246,1,800000,900000,0
58.37,1,800000,850000,0
58.56,1,800000,810000,0
61.213,1,760000,810000,0
61.29600000000001,1,760000,850000,0
61.381,1,760000,950000,0
62.482,1,760000,1050000,0
63.828,1,0,1050000,0
64.843,1,0,1050000,0
65.456,1,0,1080000,0
65.812,1,0,1070000,0
66.382,1,0,990000,0
66.67,1,0,1070000,0
66.868,1,1030000,1070000,0
67.60600000000001,1,1040000,1070000,0
69.041,1,1040000,1080000,0
69.665,1,1040000,1080000,0
71.795,1,1040000,1050000,0
73.433,1,1040000,1050000,0
73.76,1,1040000,1070000,0
75.016,1,1020000,1060000,0
75.628,1,1040000,1060000,0
79.327,1,1060000,1060000,0
80.12100000000001,1,1060000,1120000,0
80.44800000000001,1,1060000,1090000,0
80.877,1,1060000,1070000,0
81.186,1,1060000,1070000,0
81.22800000000001,1,1070000,1070000,0
81.35,1,1070000,1070000,0
81.751,1,1060000,1070000,0
82.161,1,1060000,1060000,0
82.587,1,1060000,1070000,0
83.82700000000001,1,1060000,1060000,0
84.275,1,1040000,1060000,0
84.824,1,1040000,1070000,0
84.889,1,1040000,1070000,0
85.52600000000001,1,1040000,1070000,0
87.365,1,1040000,1050000,0
87.406,1,1040000,1050000,0
87.79899999999999,1,1040000,1080000,0
88.03,1,1060000,1080000,0
88.62299999999999,1,1060000,1070000,0
90.88600000000001,1,1040000,1070000,0
91.632,1,1070000,1070000,0
92.931,1,1070000,1070000,0
92.98299999999999,1,1070000,1070000,0
93.11200000000001,1,1070000,1070000,0
95.08,1,1070000,1070000,0
98.055,1,1080000,1080000,0
98.76899999999999,1,1080000,1090000,0
98.969,1,1080000,1110000,0
99.98299999999999,1,1080000,1120000,0
100.19,1,1090000,1120000,0
100.323,1,1090000,1100000,0
102.49700000000001,1,1100000,1100000,0
104.37200000000001,1,1090000,1100000,0
105.098,1,1080000,1100000,0
105.296,1,1090000,1100000,0
105.895,1,1090000,1120000,0
106.536,1,1090000,1120000,0
106.796,1,1090000,1120000,0
107.156,1,1090000,1090000,0
107.87,1,1080000,1090000,0
108.279,1,1070000,1090000,0
108.48,1,1070000,1080000,0
109.711,1,1040000,1080000,0
110.663,1,1050000,1080000,0
110.71700000000001,1,1050000,1060000,0
110.78200000000001,1,1050000,1060000,0
111.588,1,1050000,1060000,0
111.59899999999999,1,1050000,1060000,0
111.689,1,1040000,1060000,0
112.052,1,1040000,1070000,0
112.71700000000001,1,1040000,1050000,0
112.762,1,1020000,1050000,0
115.641,1,1020000,1030000,0
115.91,1,1020000,1050000,0
116.54899999999999,1,1020000,1070000,0
116.595,1,1040000,1070000,0
117.32799999999999,1,1040000,1090000,0
118.383,1,1080000,1090000,0
118.91,1,1040000,1090000,0
119.259,1,1040000,1080000,0
119.324,1,1040000,1070000,0
120.559,1,1040000,1070000,0
121.10799999999999,1,1040000,1070000,0
121.75,1,1050000,1070000,0
126.073,1,1010000,1080000,0
126.09200000000001,1,0,1080000,0
126.185,1,930000,1080000,0
126.352,1,930000,1000000,0
126.54700000000001,1,930000,980000,0
126.646,1,930000,1000000,0
126.79700000000001,1,930000,950000,0
127.64399999999999,1,930000,970000,0
127.698,1,950000,970000,0
127.745,1,960000,970000,0
129.239,1,950000,970000,0
129.821,1,930000,970000,0
131.209,1,940000,970000,0
131.493,1,970000,970000,0
132.06799999999998,1,970000,980000,0
135.202,1,950000,980000,0
136.129,1,940000,980000,0
136.4,1,920000,980000,0
136.609,1,910000,980000,0
137.322,1,840000,2147483647,0
137.77700000000002,1,840000,2147483647,0
137.884,1,870000,2147483647,0
140.408,1,870000,890000,0
142.92700000000002,1,860000,890000,0
143.035,1,860000,890000,0
143.365,1,860000,890000,0
144.02200000000002,1,860000,880000,0
144.059,1,860000,880000,0
144.7,1,860000,880000,0
145.73,1,860000,880000,0
146.105,1,860000,870000,0
146.597,1,860000,860000,0
147.235,1,860000,860000,0
148.162,1,840000,860000,0
149.71200000000002,1,860000,860000,0
151.358,1,860000,860000,0
152.346,1,860000,860000,0
154.795,1,860000,860000,0
154.875,1,860000,860000,0
155.281,1,860000,860000,0
157.137,1,850000,860000,0
157.201,1,850000,870000,0
157.21,1,850000,870000,0
157.245,1,850000,850000,0
157.674,1,850000,850000,0
158.342,1,850000,850000,0
158.97299999999998,1,850000,870000,0
159.023,1,850000,870000,0
159.237,1,850000,870000,0
159.309,1,850000,870000,0
159.312,1,850000,870000,0
160.076,1,850000,880000,0
160.345,1,880000,880000,0
160.889,1,880000,880000,0
162.626,1,880000,890000,0
163.156,1,880000,890000,0
163.627,1,880000,890000,0
163.87,1,890000,890000,0
163.90099999999998,1,890000,900000,0
164.972,1,890000,920000,0
165.33900000000003,1,880000,920000,0
165.435,1,890000,920000,0
165.7,1,900000,920000,0
166.43400000000003,1,900000,900000,0
168.19,1,900000,920000,0
169.005,1,900000,910000,0
170.893,1,870000,910000,0
171.43099999999998,1,910000,910000,0
171.58900000000003,1,910000,910000,0
172.641,1,880000,910000,0
173.65200000000002,1,860000,910000,0
173.894,1,860000,920000,0
174.028,1,0,920000,0
174.09,1,880000,920000,0
174.548,1,900000,920000,0
177.81799999999998,1,900000,920000,0
178.795,1,900000,910000,0
179.579,1,890000,910000,0
180.139,1,890000,890000,0
181.482,1,860000,890000,0
181.93900000000002,1,0,890000,0
181.99400000000003,1,0,910000,0
182.94,1,870000,910000,0
182.982,1,910000,910000,0
183.033,1,870000,910000,0
183.178,1,870000,910000,0
183.335,1,880000,910000,0
183.544,1,880000,910000,0
183.668,1,880000,910000,0
183.993,1,880000,910000,0
184.188,1,920000,920000,0
184.263,1,880000,920000,0
185.22299999999998,1,880000,890000,0
186.485,1,880000,920000,0
186.942,1,900000,920000,0
188.477,1,890000,920000,0
188.77,1,890000,890000,0
189.426,1,890000,930000,0
189.674,1,890000,930000,0
189.937,1,910000,930000,0
190.206,1,910000,950000,0
191.183,1,910000,950000,0
192.97099999999998,1,910000,980000,0
193.956,1,960000,980000,0
194.709,1,960000,980000,0
196.114,1,960000,1030000,0
196.33599999999998,1,960000,1040000,0
198.00799999999998,1,960000,1040000,0
198.405,1,960000,1050000,0
198.493,1,990000,1050000,0
199.69,1,990000,1050000,0
199.98,1,990000,1060000,0
200.047,1,990000,1060000,0
201.255,1,990000,1060000,0
201.25599999999997,1,990000,1080000,0
202.4,1,1090000,1090000,0
202.84400000000002,1,1090000,1130000,0
203.49,1,1090000,1150000,0
206.69099999999997,1,1090000,1150000,0
207.597,1,0,1180000,0
207.75900000000001,1,1140000,1180000,0
208.28400000000002,1,1140000,1170000,0
208.593,1,1140000,1170000,0
208.80200000000002,1,1140000,1140000,0
210.44099999999997,1,1140000,1150000,0
210.99,1,1140000,1160000,0
212.201,1,1140000,1170000,0
213.28,1,1140000,1220000,0
213.65200000000002,1,1120000,1220000,0
214.304,1,1190000,1220000,0
214.46400000000003,1,1190000,1230000,0
217.185,1,1190000,1240000,0
217.477,1,1190000,1280000,0
218.44299999999998,1,1290000,1320000,0
218.62,1,1190000,1320000,0
218.69799999999998,1,1230000,1320000,0
218.968,1,1230000,1310000,0
219.91,1,1230000,1280000,0
220.50599999999997,1,1240000,1280000,0
220.608,1,1280000,1280000,0
220.87099999999998,1,1280000,1310000,0
221.303,1,1290000,1310000,0
222.23,1,1300000,1310000,0
222.678,1,1300000,1310000,0
223.78400000000002,1,1290000,1310000,0
224.59900000000002,1,1280000,1310000,0
224.641,1,1290000,1310000,0
225.127,1,1290000,1310000,0
226.048,1,1300000,1310000,0
226.858,1,1300000,1310000,0
227.699,1,1300000,1320000,0
228.22400000000002,1,1320000,1320000,0
231.16,1,1320000,1340000,0
231.793,1,1310000,1340000,0
231.919,1,1310000,1340000,0
232.36,1,1290000,1340000,0
232.44400000000002,1,1270000,1340000,0
233.81599999999997,1,1270000,1340000,0
234.063,1,1190000,1340000,0
234.22400000000002,1,1170000,1340000,0
234.407,1,1170000,1180000,0
234.942,1,1170000,1190000,0
235.14,1,1170000,1190000,0
235.905,1,1170000,1190000,0
235.959,1,1170000,1190000,0
236.74099999999999,1,1170000,1190000,0
236.75799999999998,1,1170000,1180000,0
238.707,1,1160000,1170000,0
238.83700000000002,1,1170000,1170000,0
