arrival_time,price
1.971,690000
2.882,650000
7.028,650000
8.435,650000
10.829,650000
10.97,640000
14.075,670000
17.471,640000
23.482,1100000
29.031,1100000
29.861,1110000
35.257,1110000
37.368,1120000
39.864,1120000
41.58,1120000
45.487,1130000
45.561,1120000
47.625,1120000
49.341,1090000
49.437,1120000
50.812,1140000
53.453,1160000
54.39,1160000
57.286,1160000
58.616,1150000
63.479,1190000
67.315,1160000
69.299,1160000
69.705,1160000
70.874,1160000
74.018,1150000
76.542,1170000
79.788,1200000
81.76,1210000
86.814,1210000
86.972,1200000
87.845,1220000
89.702,1220000
91.557,1210000
93.322,1200000
95.334,1170000
97.344,1170000
103.248,1140000
103.878,1140000
106.011,1130000
109.709,1130000
110.187,1110000
110.63,1100000
111.146,1100000
112.157,1060000
112.691,1060000
112.773,1040000
116.711,1020000
117.998,1020000
118.372,1010000
119.198,1020000
120.272,990000
124.293,970000
126.502,980000
126.701,950000
127.511,990000
129.667,930000
133.231,950000
136.135,970000
138.192,970000
140.633,980000
140.689,970000
143.618,1000000
146.186,1000000
146.694,990000
150.284,1000000
152.361,960000
154.55,960000
156.335,960000
157.798,960000
157.911,930000
165.434,920000
167.946,910000
167.947,900000
168.186,900000
168.795,900000
170.249,870000
172.095,770000
175.035,760000
181.528,740000
183.234,740000
183.867,760000
184.304,760000
186.208,760000
189.415,750000
189.692,750000
192.4,750000
193.401,760000
193.728,760000
198.542,760000
198.84,760000
199.339,750000
200.67,730000
201.731,720000
202.894,700000
204.099,700000
205.783,700000
205.891,640000
207.199,510000
209.862,510000
211.164,580000
211.592,590000
211.743,600000
220.144,650000
222.212,650000
224.089,660000
224.928,670000
226.288,650000
226.948,650000
227.225,660000
227.422,640000
233.717,640000
235.558,640000
