arrival_time,price
0.233,990000
2.837,1000000
4.83,980000
5.298,980000
5.647,1000000
6.778,990000
6.944,970000
7.105,960000
7.538,930000
8.883,920000
14.337,910000
18.084,890000
22.209,890000
23.847,910000
27.731,940000
35.817,900000
36.539,900000
38.18,910000
38.548,880000
41.207,880000
42.609,910000
44.956,870000
46.008,920000
47.874,980000
49.115,980000
50.956,1040000
51.165,1040000
51.756,1040000
51.862,1070000
52.371,1060000
54.414,1110000
55.398,1100000
56.257,1100000
58.246,1070000
64.843,1060000
65.456,1070000
66.382,1030000
71.795,1090000
73.76,1120000
81.751,1110000
82.587,1100000
83.827,1100000
84.824,1080000
87.365,1110000
90.886,1100000
93.281,1100000
93.745,1100000
95.08,1070000
96.611,1070000
96.724,1060000
97.349,1050000
98.769,1010000
100.615,1030000
101.069,1030000
104.372,990000
107.432,970000
109.711,970000
111.599,980000
111.689,980000
112.052,980000
112.762,970000
115.91,960000
116.549,970000
118.91,990000
121.108,980000
126.646,980000
127.644,970000
129.239,990000
129.821,980000
135.202,960000
136.129,940000
136.4,920000
137.777,900000
143.365,900000
144.7,900000
147.235,900000
152.346,900000
156.953,890000
157.21,890000
157.245,880000
161.734,890000
163.156,850000
164.057,870000
165.297,850000
165.339,820000
166.343,810000
166.434,810000
167.998,810000
172.641,780000
173.652,780000
174.028,780000
174.359,740000
176.956,740000
179.579,690000
181.994,640000
182.982,680000
183.335,650000
184.263,710000
186.485,680000
188.477,690000
188.77,680000
189.674,680000
192.971,710000
194.025,700000
196.114,700000
197.513,710000
198.405,710000
200.557,710000
201.256,700000
201.668,700000
204.267,720000
208.802,690000
210.99,690000
212.201,700000
213.28,710000
214.304,730000
214.464,790000
218.62,840000
220.871,830000
223.784,850000
224.599,840000
226.858,830000
227.699,830000
232.36,840000
232.624,860000
232.861,870000
234.875,870000
234.942,870000
