arrival_time,market_id_in_subsession,e_best_bid,e_best_ask,e_signed_volume
0.09300000000000001,1,0,1010000,0
0.35600000000000004,1,980000,1010000,0
0.5770000000000001,1,990000,1010000,0
0.889,1,990000,1020000,0
1.274,1,990000,1060000,0
1.291,1,980000,1060000,0
1.3430000000000002,1,980000,990000,0
1.785,1,980000,980000,0
2.079,1,980000,990000,0
2.199,1,980000,1000000,0
2.412,1,980000,1000000,0
2.498,1,980000,1000000,0
2.569,1,980000,1000000,0
2.84,1,980000,1000000,0
2.8480000000000003,1,980000,1000000,0
2.95,1,980000,1000000,0
2.989,1,980000,1000000,0
3.005,1,980000,1010000,0
3.031,1,980000,1010000,0
3.128,1,980000,1010000,0
3.182,1,990000,1010000,0
3.201,1,990000,1000000,0
3.36,1,980000,1000000,0
3.4419999999999997,1,980000,1000000,0
3.505,1,980000,1010000,0
3.668,1,980000,1000000,0
3.793,1,980000,980000,0
3.805,1,980000,1000000,0
3.844,1,990000,1000000,0
3.853,1,990000,990000,0
3.94,1,980000,990000,0
4.186,1,980000,1000000,0
4.293,1,980000,980000,0
4.397,1,980000,1000000,0
4.692,1,990000,1000000,0
5.3420000000000005,1,990000,1000000,0
5.345,1,990000,1000000,0
5.353,1,1000000,1000000,0
5.481,1,1000000,1000000,0
5.495,1,990000,1000000,0
5.564,1,990000,1000000,0
5.776,1,990000,1000000,0
5.938,1,990000,1010000,0
5.994,1,980000,1010000,0
6.62,1,990000,1010000,0
6.892,1,980000,1010000,0
6.902,1,980000,1010000,0
6.995,1,1000000,1010000,0
7.255,1,1000000,1000000,0
7.303,1,990000,1000000,0
7.309,1,1000000,1000000,0
7.367999999999999,1,1000000,1010000,0
7.371,1,990000,1010000,0
7.495,1,1000000,1010000,0
7.813,1,990000,1010000,0
7.945,1,990000,1000000,0
8.36,1,990000,990000,0
8.468,1,990000,1000000,0
8.568,1,990000,1010000,0
8.914,1,990000,1000000,0
9.14,1,980000,1000000,0
9.374,1,1000000,1000000,0
9.59,1,980000,1000000,0
9.738,1,980000,1010000,0
9.764,1,980000,980000,0
9.895,1,980000,980000,0
9.896,1,980000,1000000,0
10.015,1,990000,1000000,0
10.16,1,990000,1010000,0
10.388,1,1000000,1010000,0
10.47,1,990000,1010000,0
10.535,1,990000,990000,0
10.75,1,990000,990000,0
11.019,1,990000,1010000,0
11.114,1,980000,1010000,0
11.288,1,990000,1010000,0
11.304,1,990000,1000000,0
11.765999999999998,1,990000,1010000,0
11.777000000000001,1,990000,1010000,0
11.807,1,1000000,1010000,0
11.940999999999999,1,1000000,1010000,0
11.95,1,1000000,1010000,0
12.106,1,1000000,1000000,0
12.408,1,1000000,1000000,0
12.417,1,990000,1000000,0
12.720999999999998,1,990000,990000,0
13.651,1,990000,990000,0
13.921,1,990000,1000000,0
14.543,1,990000,1000000,0
14.719000000000001,1,990000,1000000,0
14.783,1,990000,1000000,0
14.907,1,990000,990000,0
15.130999999999998,1,990000,990000,0
15.172,1,990000,990000,0
15.477,1,990000,990000,0
15.795,1,990000,990000,0
15.828,1,990000,1000000,0
15.954,1,990000,1000000,0
16.018,1,990000,1000000,0
16.389,1,990000,1000000,0
16.642,1,990000,1000000,0
16.796,1,990000,1000000,0
17.095,1,990000,1000000,0
17.232,1,990000,1000000,0
17.441,1,990000,1000000,0
17.72,1,1000000,1000000,0
18.315,1,990000,1000000,0
18.424,1,990000,1000000,0
18.575,1,990000,1000000,0
18.635,1,990000,1000000,0
18.676,1,990000,1000000,0
19.059,1,990000,1000000,0
19.07,1,990000,1000000,0
19.070999999999998,1,990000,1000000,0
19.125999999999998,1,990000,1000000,0
19.242,1,990000,1000000,0
19.259,1,980000,1000000,0
19.314,1,1000000,1000000,0
19.378,1,1000000,1000000,0
19.611,1,1000000,1010000,0
20.197,1,1000000,1010000,0
20.230999999999998,1,1000000,1010000,0
20.277,1,1000000,1010000,0
20.384,1,1000000,1010000,0
20.419,1,1000000,1000000,0
20.607,1,1000000,1000000,0
20.746,1,1000000,1000000,0
20.873,1,1000000,1000000,0
20.916999999999998,1,1000000,1000000,0
21.128,1,1000000,1010000,0
21.373,1,1000000,1000000,0
21.581999999999997,1,1000000,1010000,0
21.735,1,1000000,1010000,0
21.754,1,990000,1010000,0
21.92,1,990000,1010000,0
22.155,1,1000000,1010000,0
22.296,1,990000,1010000,0
22.3,1,990000,1010000,0
22.315,1,990000,1010000,0
22.365,1,1000000,1010000,0
22.441,1,990000,1010000,0
22.537,1,990000,1000000,0
22.56,1,980000,1000000,0
22.73,1,980000,1000000,0
22.737,1,980000,1000000,0
22.754,1,1000000,1000000,0
23.122,1,980000,1000000,0
23.22,1,990000,1000000,0
23.669,1,990000,1000000,0
23.956,1,990000,1010000,0
24.0,1,1000000,1010000,0
24.024,1,990000,1010000,0
24.096999999999998,1,990000,990000,0
24.563000000000002,1,990000,1000000,0
25.229,1,1000000,1000000,0
25.408,1,1000000,1010000,0
25.91,1,1000000,1000000,0
26.024,1,990000,1000000,0
26.173000000000002,1,1000000,1000000,0
26.283,1,990000,1000000,0
26.453000000000003,1,990000,1000000,0
26.539,1,990000,1000000,0
26.568,1,990000,1000000,0
26.594,1,990000,1000000,0
26.741,1,990000,1000000,0
26.872,1,990000,1010000,0
26.923000000000002,1,990000,1010000,0
27.006999999999998,1,990000,1010000,0
27.326999999999998,1,990000,1000000,0
27.491999999999997,1,990000,1010000,0
27.592,1,990000,1000000,0
28.105,1,990000,1000000,0
28.266,1,990000,1000000,0
28.361,1,990000,1000000,0
28.641,1,990000,1000000,0
28.663,1,980000,1000000,0
28.84,1,980000,1000000,0
28.873,1,980000,990000,0
29.03,1,990000,990000,0
29.195999999999998,1,980000,990000,0
29.296,1,990000,990000,0
29.535,1,990000,1000000,0
29.55,1,990000,1010000,0
29.829,1,990000,990000,0
29.999000000000002,1,990000,1010000,0
30.009,1,1000000,1010000,0
30.160999999999998,1,990000,1010000,0
30.246,1,1010000,1010000,0
30.283,1,990000,1010000,0
30.418000000000003,1,990000,1010000,0
30.596,1,1000000,1010000,0
30.752,1,990000,1010000,0
30.969,1,990000,990000,0
30.984,1,990000,1010000,0
31.037,1,990000,1010000,0
31.058000000000003,1,990000,1010000,0
31.069000000000003,1,990000,1000000,0
31.340999999999998,1,990000,1010000,0
31.505,1,990000,1010000,0
31.541999999999998,1,1000000,1010000,0
31.691999999999997,1,1000000,1010000,0
31.749000000000002,1,1000000,1000000,0
31.802,1,1000000,1010000,0
31.808000000000003,1,1000000,1000000,0
31.95,1,990000,1000000,0
32.113,1,990000,1000000,0
32.26,1,1000000,1000000,0
32.571,1,1000000,1010000,0
32.836999999999996,1,1000000,1010000,0
32.925,1,1000000,1010000,0
33.006,1,990000,1010000,0
33.058,1,1000000,1010000,0
